config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the ratio of the pre-tax gain on the securities transferred from held-to-maturity securities to available-for-sale securities to their carrying value during the year ended December 31, 2018, ",1.4893617021276595,0.00149,3.22188938599993,3.22188938599993,156,48.41879447440577,0.0,0.6199826303379967,0.1783217425778007,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the average residential mortgage loan balance for the years 2007 and 2006 at PNC Financial Services, as reported in the 'Note 5: Loans, Commitments to Extend Credit and Concentrations of Cred",7947.0,7947,7.1128431900006035,7.1128431900006035,374,52.58094267082644,0.0,0.4776213253496733,0.9791837398726966,0.249999999975,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What percentage of Packaging Corporation of America's total purchase commitments for energy, as outlined in the notes to consolidated financial statements for the year 2005, is allocated to the year 2",0.3616118769883351,36.15,5.476442655999563,5.476442655999563,293,53.501884052234544,1.0,0.4924473217150449,0.5584274773304416,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the change in the total net derivative receivables reported on the consolidated balance sheets of JPMorgan Chase from 2014 to 2015, considering the fair value of derivative contracts and the ",-19.299999999999997,-19.3,3.9366996379994816,3.9366996379994816,194,49.27985821610339,1.0,0.5576218733626145,0.9376467686309466,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,What percentage of System Energy's receivables from the money pool in 2004 was utilized by money pool activity in terms of operating cash flows?,0.6900246785296792,100,16.527864416999364,16.527864416999364,928,56.14760483184545,0.0,0.49289933405343844,0.12542467843891714,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the combined total of unpaid principal balance of unresolved home equity indemnification and repurchase claims from private investors at PNC Financial Services for the years 2011 and 2012, in",184.0,184,3.515056903999721,3.515056903999721,172,48.93235150881463,1.0,0.4805628392198639,0.9738807413192014,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the decline in commercial paper issued by conduits during 2003, in billions, as reported in JPMorgan Chase's 2003 Annual Report?",5.800000000000001,5.8,3.25848645699989,3.25848645699989,159,48.79566083769836,1.0,0.443775346035361,0.9255234790838809,0.3333333333,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the percentage change in risk-weighted assets at GS Bank USA, a subsidiary of Goldman Sachs, between December 2011 and December 2012, as reflected in the table presenting regulatory capital r",-0.02796390838828618,-2.8,4.2423712480003815,4.2423712480003815,219,51.62207341076631,0.0,0.5403419276402688,0.16941123094457938,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"In the 2012 financial report of Snap-on, what was the percentage change in the number of non-vested performance awards from the beginning to the end of the year?",-905.0,0,6.156936641999891,6.156936641999891,327,53.11082751271972,0.0,0.502329329324852,0.13623649707676228,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012?",6.378,6.378,6.537187609999819,6.537187609999819,353,53.99875620213534,1.0,0.491198453401438,0.9999999999999999,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What is the average value of settlements, as reflected in the reconciliation of unrecognized tax benefits for Merck & Co. from 2011 to 2013?",-309.6666666666667,55,34.58923765800046,34.58923765800046,1959,56.636113792663636,0.0,0.46078818844214925,0.10032793324735409,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the percentage change in the account balance at the end of 2011 for SL Green Realty Corp?'s restricted stock, considering the balance at the beginning and end of the year as presented in the ",0.9367660833331044,34.04,5.872281570000268,5.872281570000268,311,52.96067572590628,0.0,0.5053399689327793,0.14995086723454254,0.5833333333041666,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010, as disclosed in the Notes to Consolidated Financial Statements for the year 2010?",26.8,26.8,5.165205014000094,5.165205014000094,269,52.07924937555927,0.0,0.5244250771573902,1.0,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What are the total operating expenses for Lockheed Martin's fiscal year 2016, as indicated in the provided financial table?",5590.0,20.4,6.1904904709999755,6.1904904709999755,338,54.599874046070774,0.0,0.5766343192301379,0.13363599214466526,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the change in millions of total shareholders' equity for Goldman Sachs from December 2012 to December 2013, as reflected in the table presenting information on assets, unsecured long-term bor",2751.0,2751,2.0649031650000325,2.0649031650000325,84,40.67987372182592,1.0,0.4758476860372251,0.9774198448187066,0.99999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,What was the percentage decrease in development costs incurred by Marathon Oil during 2004 compared to the previous year?,0.11346633416458853,11.3,32.404029258000264,32.404029258000264,1842,56.84478264520844,0.0,0.5580823775395206,0.8979499273927232,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What were the net revenues in investment management for Goldman Sachs in 2016, in billions?",5.813084112149532,5.813,5.154833145000339,5.154833145000339,269,52.18403630792638,0.0,0.5324986152654226,0.9514332927484597,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"By what percentage did American Water Works' gross liability for unrecognized tax benefits, excluding interest and penalties, increase from the balance at December 31, 2011, to the balance at December",0.5297682438257518,58.37,4.976181999000801,4.976181999000801,264,53.05272195691602,0.0,0.5103245431681876,0.15501196305928752,0.99999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the percentage cumulative total shareholder return on Discovery, Inc.'s Series A common stock (DISCA) from the first trading day, September 18, 2008, to the end of the year 2011, assuming a $",1.9667000000000001,0,9.144102852999822,9.144102852999822,486,53.14900847167991,0.0,0.5199201647642876,0.1237390232088392,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the profit margin of International Paper's printing papers segment in 2005, given that the operating profit was $473 million and the net sales were $7,170 million?",0.06596931659693166,0.0660,1.7869807500001116,1.7869807500001116,68,38.05301204279663,0.0,0.5404273402806342,0.9458860113259315,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"By what percentage did the potential maximum exposure under the loss share arrangements for commercial mortgage loan recourse obligations decrease from December 31, 2011, to December 31, 2012, for PNC",2.500000000000002,2.5,2.299638855000012,2.299638855000012,103,44.78964154569369,0.0,0.4477799346780633,0.9154232405148799,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the percentage increase in asset retirement obligations for the closure of assets used in the chemicals manufacturing process at PPG Industries from 2004 to 2005, and then from 2005 to 2006?",1.1111111111111112,0.111 | 0.0,12.570512992999284,12.570512992999284,702,55.84497628624662,1.0,0.45280032609303733,0.17758565670993912,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What is the total value, in millions, of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, according to the company's consolidated",31.32382085,31.32,17.113235116000396,17.113235116000396,964,56.33067000281478,0.0,0.5733365742212994,0.9415404261173317,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the percentage increase in Under Armour, Inc.'s working capital from December 31, 2015, to December 31, 2016, as reflected in the company's consolidated financial statements for the year 2016",0.25430975741039047,0,13.137641135000194,13.137641135000194,733,55.79388205750295,0.0,0.5204449826770158,0.13385750997855006,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"As of December 31, 2011, what percentage of PNC Financial Services' total loans held for sale did commercial mortgage loans held for sale designated at fair value represent, according to Table 15 in t",0.28712534059945505,56.2,23.420608632999574,23.420608632999574,1330,56.78759339012367,0.0,0.5451852951278788,0.13332907752693013,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_concise,"What was the percentage decrease in the accrued liability for unrecognized tax benefits for PPG Industries from the beginning of 2007 to the beginning of 2008, as reflected in the notes to the consoli",-0.1,10.0,6.559575261000646,6.559575261000646,353,53.81445992375897,0.0,0.4857447548243958,0.1542739114319964,0.0,0.0
