config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,context_precision,context_recall
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"In the 2007 report of Motorola Solutions, what were the net sales to the top five customers of the segment in 2006, which included notable companies such as Sprint Nextel, Comcast Corporation, Verizon",2430.0,"The provided context does not include specific information about the net sales to the top five customers (e.g., Sprint Nextel, Comcast Corporation, Verizon, KDDI, China Mobile) for the segment in 2006. The text focuses on overall segment performance, market-driven growth, and geographic trends but does not disclose customer-specific sales figures.",6.352974401999745,6.352974401999745,389,61.231161245912354,0.8333333333333334,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the average segment net sales for Motorola Solutions from 2005 to 2007, in millions of dollars, as reported in the 2007 financial report?",6055.666666666667,"The average segment net sales for Motorola Solutions from 2005 to 2007 cannot be determined from the provided context. While the context specifies segment net sales of $5.4 billion in 2006 and $7.7 billion in 2007, it does not provide the segment net sales figure for 2005 in absolute dollars. The context only mentions percentages of consolidated net sales for 2005 (14%) but lacks the consolidated net sales data required to calculate the segment's actual net sales for that year. Without the 2005 ",26.612553008999384,26.612553008999384,1700,63.87962851309766,1.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage change in commercial mortgage loans held for sale designated at fair value from 2008 to 2009, as reported by PNC Financial Services in their 2013 Form 10-K?",-0.08422301304863583,"The provided context does not include specific data on the balance of commercial mortgage loans held for sale designated at fair value for 2008 or 2009. It only mentions that PNC stopped originating these loans in 2008 and provides balances for 2011 ($843 million) and 2012 ($772 million). Therefore, the percentage change from 2008 to 2009 cannot be determined from the given information.",6.737276944999394,6.737276944999394,416,61.74601450943285,1.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,What was the average total assets for Goldman Sachs in millions for the years 2012 and 2013?,925031.0,"The average total assets for Goldman Sachs in millions for 2012 and 2013 were calculated as follows:  
($938,555 + $911,507) / 2 = **$925,031 million**.",8.512047707999955,8.512047707999955,528,62.029727524173175,0.2,0.9925561570956344,0.99999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What percentage of American Water Works' gross liabilities, as reported in the consolidated balance sheets for the year 2012, are specifically categorized as other long-term liabilities?",0.41084461830015523,,44.04401341199991,44.04401341199991,2789,63.323021313042496,,0.0,0.99999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What is the percentage change in the total impairment charges and net losses on long-lived assets for American Tower from 2003 to 2004, as reflected in the company's 2005 consolidated financial statem",-0.07329842931937183,"The percentage change in total impairment charges and net losses on long-lived assets from 2003 to 2004 is calculated as follows:  
- **2003 value**: $19.1 million  
- **2004 value**: $17.7 million  
- **Percentage change**: [(17.7 - 19.1) / 19.1] × 100 ≈ **-7.3%**  

**Answer**: -7.3%",8.85632552000061,8.85632552000061,552,62.32833230366198,0.2,0.9582155790961774,0.8055555555287036,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What percentage of the total future minimum lease payments due in 2019, as of December 31, 2016, for LKQ Corporation's operating leases, including those for corporate office space, warehouse and distr",0.11519727434040693,"The percentage of the total future minimum lease payments due in 2019 is calculated by dividing the 2019 payment by the total future minimum lease payments.  

**2019 Payment**: $136,462 (in thousands)  
**Total Future Payments**: $1,184,594 (in thousands)  

**Calculation**:  
$$
\frac{136,462}{1,184,594} \times 100 \approx 11.52\%
$$

**Answer**: 11.52%",14.914950819998921,14.914950819998921,953,63.89561799440576,0.4,0.909723608181975,0.3333333333,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"As of December 31, 2006, what percentage of the total route miles operated by Union Pacific Corporation was accounted for by the main line?",0.5294596480347313,"The percentage of total route miles accounted for by the main line as of December 31, 2006, is calculated as follows:  
(27,318 main line miles ÷ 51,596 total route miles) × 100 ≈ **52.95%**.  

**Answer:** Approximately **53%**.",6.338454749000448,6.338454749000448,392,61.84472643932924,0.6666666666666666,0.9627863028573178,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"In the context of Aon's Employee Share Purchase Plan for U.S. employees, what was the average share price at which the company's ordinary shares were purchased in 2015, considering the plan's provisio",21.863976911640382,"The average share price for Aon's U.S. Employee Share Purchase Plan in 2015 was calculated using the compensation expense and the number of shares issued. Given the plan's 85% discount on the lower fair market value (FMV) of each 6-month period, the total compensation expense of $9 million represents the aggregate discount (15% of the FMV). 

**Calculation:**  
Total expense = Number of shares × 15% of FMV  
$9,000,000 = 411,636 shares × (0.15 × FMV)  
FMV ≈ $9,000,000 / (411,636 × 0.15) ≈ $145.",28.084010976001082,28.084010976001082,1776,63.23883014850206,0.4444444444444444,0.8466505655772543,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage change in total rental expense under operating leases for Sysco from July 1, 2006 to July 2, 2007, given that the total rental expense under operating leases was $100,690,000 i",0.086074857081221,"The percentage change in total rental expense under operating leases for Sysco from July 1, 2006, to July 2, 2007, is **9%**. This is calculated based on the provided 9% increase assumption for 2007 rental expense ($100,690,000 × 1.09 = $109,752,100), resulting in a 9% increase from the fiscal 2006 value of $100,690,000.",23.626724821000607,23.626724821000607,1508,63.82602800112247,0.0,0.9313724723330887,0.49999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What is the difference in the excess of current cost over LIFO cost between the fiscal years ending February 3, 2006, and January 28, 2005, for Dollar General?",12.1,"The provided context does not include information related to the excess of current cost over LIFO cost for Dollar General. The data available pertains to annual maturities, long-term debt, and net sales percentages, but there are no figures or details about inventory valuation methods (LIFO vs. current cost). Therefore, the answer cannot be determined from the given context.",8.212988928999039,8.212988928999039,513,62.46203476406269,0.8333333333333334,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What percentage of Citigroup's total principal transactions revenue in 2018 was attributed to interest rate risks, as outlined in the company's 2018 financial report?",0.5722798499227544,"The percentage of Citigroup's total principal transactions revenue in 2018 attributed to interest rate risks is calculated as follows:  
($5,186 million ÷ $9,062 million) × 100 ≈ **57.2%**.  

**Answer:** 57.2%.",7.9401999059991795,7.9401999059991795,490,61.71129263757993,1.0,0.9724849651833267,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What percentage of the present value of lease obligations for Arista Networks, as of December 31, 2015, is classified as the current portion?",0.03140130682085272,"The context provided does not mention Arista Networks or its lease obligations. The data discussed pertains to another company (e.g., references to ""we"" and ""Sysco"" in the text). Therefore, there is **insufficient information** to determine the percentage of the present value of lease obligations for Arista Networks as of December 31, 2015.",10.16439093400004,10.16439093400004,642,63.161679255419074,1.0,0.0,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"As of December 31, 2018, what percentage of Republic Services' restricted cash and marketable securities was dedicated to supporting insurance programs for workers' compensation, commercial general li",0.727104532839963,"As of December 31, 2018, **72.7%** of Republic Services' restricted cash and marketable securities ($78.6 million out of $108.1 million) was dedicated to supporting insurance programs for workers' compensation, commercial general liability, and commercial auto liability.  

**Calculation:**  
$ \frac{78.6}{108.1} \times 100 \approx 72.7\% $",7.714641206999659,7.714641206999659,479,62.08973134944929,0.0,0.9335572640825447,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the ratio of the pre-tax gain on the securities transferred from held-to-maturity securities to available-for-sale securities to their carrying value during the year ended December 31, 2018, ",1.4893617021276595,"The ratio of the pre-tax gain on the transferred securities to their carrying value was $7 million divided by $4.7 billion, resulting in **0.0015** (or **0.15%**).",9.301954233000288,9.301954233000288,572,61.492454775871856,0.0,0.9022067236901666,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the average residential mortgage loan balance for the years 2007 and 2006 at PNC Financial Services, as reported in the 'Note 5: Loans, Commitments to Extend Credit and Concentrations of Cred",7947.0,"The average residential mortgage loan balance for 2007 and 2006 was calculated as follows:  
- **2007**: $9,557 million  
- **2006**: $6,337 million  
**Average** = ($9,557 + $6,337) / 2 = **$7,947 million** ($7.947 billion).",19.1927958640008,19.1927958640008,1208,62.94028283111164,0.0,0.9464665731351903,0.249999999975,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What percentage of Packaging Corporation of America's total purchase commitments for energy, as outlined in the notes to consolidated financial statements for the year 2005, is allocated to the year 2",0.3616118769883351,"The percentage of Packaging Corporation of America's total purchase commitments for energy in 2005 allocated to 2007 is calculated by dividing the 2007 commitment by the total commitment.  

From the context:  
- **2007 commitment**: $1,364 (thousands)  
- **Total commitment (2006 + 2007)**: $2,408 + $1,364 = $3,772 (thousands)  

**Calculation**:  
$$
\frac{1,364}{3,772} \times 100 \approx 36.16\%
$$

**Answer**: 36.16%",7.622408559000178,7.622408559000178,470,61.66030020065591,0.6666666666666666,0.9599221174666352,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the change in the total net derivative receivables reported on the consolidated balance sheets of JPMorgan Chase from 2014 to 2015, considering the fair value of derivative contracts and the ",-19.299999999999997,"The total net derivative receivables decreased by **$19.3 billion** from 2014 ($79.0 billion) to 2015 ($59.7 billion). This reduction reflects declines in interest rate, commodity, foreign exchange, and equity derivatives due to market movements, maturities, and settlements, with the reported amounts already adjusted for legally enforceable master netting agreements and cash collateral.",6.084027327000513,6.084027327000513,370,60.814979965320724,1.0,0.8715745261528275,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,What percentage of System Energy's receivables from the money pool in 2004 was utilized by money pool activity in terms of operating cash flows?,0.6900246785296792,"The context does not provide the total amount of System Energy's receivables from the money pool for 2004, only stating that money pool activity used $42.5 million of operating cash flows in that year. Without the total receivables figure, the percentage cannot be calculated. Refer to Note 4 in the financial statements for detailed information. 

Answer: Insufficient data to determine the percentage; total receivables for 2004 are not provided in the context.",6.264312547998998,6.264312547998998,386,61.61889226349339,0.6666666666666666,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the combined total of unpaid principal balance of unresolved home equity indemnification and repurchase claims from private investors at PNC Financial Services for the years 2011 and 2012, in",184.0,The combined total of unpaid principal balance of unresolved home equity indemnification and repurchase claims from private investors at PNC Financial Services for 2011 and 2012 was **$184 million** ($110 million for 2011 + $74 million for 2012).,7.627889322999181,7.627889322999181,462,60.56721334524397,1.0,0.9717860414571753,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the decline in commercial paper issued by conduits during 2003, in billions, as reported in JPMorgan Chase's 2003 Annual Report?",5.800000000000001,"The decline in commercial paper issued by conduits during 2003, compared to 2002, was **$5.8 billion**. This is calculated as the difference between the 2002 amount ($17.5 billion) and the 2003 amount ($11.7 billion).",6.910432476999631,6.910432476999631,415,60.05412850516478,1.0,0.9461623690390292,0.3333333333,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage change in risk-weighted assets at GS Bank USA, a subsidiary of Goldman Sachs, between December 2011 and December 2012, as reflected in the table presenting regulatory capital r",-0.02796390838828618,"The percentage change in risk-weighted assets at GS Bank USA between December 2011 and December 2012 is calculated as follows:  
**Change** = ($109,669 million - $112,824 million) / $112,824 million × 100 = **-2.80%**.  

**Answer:** -2.80%.",8.309462834999067,8.309462834999067,509,61.25546381363136,0.0,0.8871695275143064,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"In the 2012 financial report of Snap-on, what was the percentage change in the number of non-vested performance awards from the beginning to the end of the year?",-905.0,"The context does not provide the exact number of non-vested performance awards at the beginning and end of 2012. It only specifies vested shares and payouts, not total non-vested awards. Therefore, the percentage change cannot be determined from the given information. 

Answer: **Not determinable from the provided context.**",71.24496661400008,71.24496661400008,4462,62.62898576645819,0.6666666666666666,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the ratio of Devon Energy's debt maturities scheduled for 2013 to those scheduled for 2014 as of December 31, 2012?",6.378,"The ratio of Devon Energy's debt maturities scheduled for 2013 to those for 2014 as of December 31, 2012, is **6.38:1**. This is calculated by dividing the 2013 maturity ($3,189 million) by the 2014 maturity ($500 million):  
$ \frac{3,189}{500} = 6.378 $, rounded to two decimal places.",8.34336731699841,8.34336731699841,517,61.96538883607424,1.0,0.9864988128046681,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What is the average value of settlements, as reflected in the reconciliation of unrecognized tax benefits for Merck & Co. from 2011 to 2013?",-309.6666666666667,"The context does not provide specific settlement values for 2011–2013 in the reconciliation table (which only includes 2007–2008). While the text mentions a $165 million tax provision benefit in 2013 due to IRS examinations, this is not explicitly categorized as a ""settlement"" in the reconciliation. Additionally, no settlement amounts for 2011 or 2012 are disclosed. Therefore, **the average value of settlements for 2011–2013 cannot be determined from the provided context**.",16.81011682799908,16.81011682799908,1059,62.99777751907828,1.0,0.0,0.0,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage change in the account balance at the end of 2011 for SL Green Realty Corp?'s restricted stock, considering the balance at the beginning and end of the year as presented in the ",0.9367660833331044,"The percentage change in the restricted stock account balance at the end of 2011 is calculated as follows:  

**Beginning Balance (Jan 1, 2011):** $118,314  
**Ending Balance (Dec 31, 2011):** $158,578  

**Change in Balance:**  
$158,578 - $118,314 = $40,264  

**Percentage Change:**  
($40,264 / $118,314) × 100 ≈ **34.03%**  

**Answer:** 34.03% increase.",11.920908885000244,11.920908885000244,749,62.83077970191068,1.0,0.9557513131355663,0.5833333333041666,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010, as disclosed in the Notes to Consolidated Financial Statements for the year 2010?",26.8,"The total compensation expense for restricted stock recognized by Global Payments from 2008 to 2010 was **$26.8 million**. This is calculated by summing the disclosed expenses: $5.7 million (2008), $9.0 million (2009), and $12.1 million (2010).",8.673144399999728,8.673144399999728,532,61.33876890139367,0.8,0.9755850220131888,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What are the total operating expenses for Lockheed Martin's fiscal year 2016, as indicated in the provided financial table?",5590.0,"The provided context does not include specific data on Lockheed Martin's total operating expenses for fiscal year 2016. The table and accompanying text focus on adjustments to financial statement items, changes in liability reserves, and revenue details, but operating expenses are not explicitly disclosed.",9.342977891999908,9.342977891999908,586,62.720901919480404,1.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the change in millions of total shareholders' equity for Goldman Sachs from December 2012 to December 2013, as reflected in the table presenting information on assets, unsecured long-term bor",2751.0,"The change in total shareholders' equity for Goldman Sachs from December 2012 to December 2013 was an increase of **$2,751 million** (from $75,716 million to $78,467 million).",7.720356122999874,7.720356122999874,469,60.74849301352723,1.0,0.912783944873965,0.99999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,What was the percentage decrease in development costs incurred by Marathon Oil during 2004 compared to the previous year?,0.11346633416458853,"The provided context does not include specific data on development costs incurred by Marathon Oil in 2004 or 2003. The table lists development costs for 2007, 2006, and 2005, but there is no information available for 2004 or 2003 to calculate the requested percentage decrease.",10.286618000998715,10.286618000998715,641,62.3139694637991,0.5714285714285714,0.0,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What were the net revenues in investment management for Goldman Sachs in 2016, in billions?",5.813084112149532,The net revenues in investment management for Goldman Sachs in 2016 were **$5.81 billion**. This is calculated by reversing the 7% increase mentioned for 2017 ($6.22 billion ÷ 1.07).,7.415504271000827,7.415504271000827,447,60.279110315942276,0.0,0.9730372013024332,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"By what percentage did American Water Works' gross liability for unrecognized tax benefits, excluding interest and penalties, increase from the balance at December 31, 2011, to the balance at December",0.5297682438257518,"The gross liability for unrecognized tax benefits, excluding interest and penalties, increased from $46,961 (2011) to $74,360 (2012). The percentage increase is calculated as:  
$$  
\frac{74,\!360 - 46,\!961}{46,\!961} \times 100 \approx 58.3\%  
$$  
**Answer:** 58.3%.",18.270491251998465,18.270491251998465,1164,63.70928859795597,0.0,0.9349078365183187,0.99999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage cumulative total shareholder return on Discovery, Inc.'s Series A common stock (DISCA) from the first trading day, September 18, 2008, to the end of the year 2011, assuming a $",1.9667000000000001,"The provided context references a performance graph that compares cumulative total shareholder returns for Discovery, Inc.'s Series A common stock (DISCA) against benchmarks from September 18, 2008 (first trading day) through December 31, 2011. However, **the specific numerical percentage or final value of the cumulative return for DISCA over this period is not included in the text**. The context only describes the structure of the graph and related programs (e.g., share repurchases, dividends) ",7.904180445000748,7.904180445000748,485,61.35993521083565,0.7,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the profit margin of International Paper's printing papers segment in 2005, given that the operating profit was $473 million and the net sales were $7,170 million?",0.06596931659693166,"The profit margin is calculated by dividing operating profit by net sales. Using the provided figures:  
$$  
\text{Profit Margin} = \left( \frac{473}{7,170} \right) \times 100 \approx 6.6\%  
$$  
**Answer:** 6.6%.",11.417049969999425,11.417049969999425,700,61.31181012953342,0.0,0.8271370515226856,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"By what percentage did the potential maximum exposure under the loss share arrangements for commercial mortgage loan recourse obligations decrease from December 31, 2011, to December 31, 2012, for PNC",2.500000000000002,"The potential maximum exposure under the loss share arrangements decreased from $4.0 billion (2011) to $3.9 billion (2012), a reduction of $0.1 billion. The percentage decrease is calculated as:  
$$  
\frac{0.1}{4.0} \times 100 = 2.5\%  
$$  
**Answer:** 2.5%.",6.698494894999385,6.698494894999385,407,60.75991791885024,0.0,0.9025323349499511,0.49999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage increase in asset retirement obligations for the closure of assets used in the chemicals manufacturing process at PPG Industries from 2004 to 2005, and then from 2005 to 2006?",1.1111111111111112,"The percentage increase from 2004 to 2005 was **11.1%** ($9 million to $10 million: [(10−9)/9]×100). From 2005 to 2006, there was **0%** increase ($10 million to $10 million).",8.545154850999097,8.545154850999097,525,61.43832489338881,1.0,0.7849380506688881,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What is the total value, in millions, of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, according to the company's consolidated",31.32382085,"The total value of securities issued and approved by security holders under Global Payments' equity compensation plans as of May 31, 2014, is calculated by multiplying the number of outstanding securities (766,801) by the weighted-average exercise price ($40.85). This results in **$31.32 million**. 

**Answer:** $31.32 million.",29.43113993299994,29.43113993299994,1875,63.708031842070746,0.4,0.9651981669429966,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage increase in Under Armour, Inc.'s working capital from December 31, 2015, to December 31, 2016, as reflected in the company's consolidated financial statements for the year 2016",0.25430975741039047,"The provided context does not include specific data on Under Armour, Inc.'s working capital for December 31, 2015, or December 31, 2016. While the document defines working capital as ""current assets minus current liabilities,"" it does not disclose the necessary figures to calculate the percentage increase for the specified period. Therefore, the percentage increase cannot be determined from the given information.",7.632179137999628,7.632179137999628,474,62.10546050210163,1.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"As of December 31, 2011, what percentage of PNC Financial Services' total loans held for sale did commercial mortgage loans held for sale designated at fair value represent, according to Table 15 in t",0.28712534059945505,"The provided context does not include the total loans held for sale figure for December 31, 2011, which is necessary to calculate the percentage. While the balance of **commercial mortgage loans held for sale designated at fair value** was **$843 million** as of December 31, 2011, the total loans held for sale (required to compute the percentage) is not disclosed in the given text. Refer to **Table 15** in PNC's 2012 financial report for the full data.",8.821640600999672,8.821640600999672,548,62.11996439051263,0.4,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,"What was the percentage decrease in the accrued liability for unrecognized tax benefits for PPG Industries from the beginning of 2007 to the beginning of 2008, as reflected in the notes to the consoli",-0.1,"The accrued liability for unrecognized tax benefits decreased from $110 million at December 31, 2007, to $99 million at December 31, 2008. The percentage decrease is calculated as:  
$$
\frac{110 - 99}{110} \times 100 = 10\%.
$$  
**Answer:** 10%.",22.47264380100023,22.47264380100023,1433,63.76641808100117,0.0,0.9677109680529484,0.0,0.0
recursive_cs1000_co50_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,What was the change in compensation and benefits liability for Goldman Sachs in millions from December 2013 to December 2014?,494.0,"The change in compensation and benefits liability for Goldman Sachs from December 2013 to December 2014 was **$494 million** ($8,368 million in 2014 minus $7,874 million in 2013).",6.299380540000129,6.299380540000129,368,58.4184425219678,0.0,0.9688319340682092,0.249999999975,1.0
