config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","The paper is titled ""Reducibility Among Combinatorial Problems"".",0.7811186209999619,0.9863831219999497,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.25,1.0,0.24630238874073,0.25,0.5960940750737593,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9761099815368652,0.9912331700325012,0.983613448957624
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,Lake Überlingen,3.6300799940000275,3.631843778000018,0,0,0.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,0.8539316501572937,0.5,0.5712352977703147,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.5734098899999935,0.7671007630000304,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5634763107012359,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888714551925659,0.9817445525808696
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,0.5253832740000348,2.814903113000014,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5663989410149369,0.19999999999999998,0.0,0.2777777777777778,0.9506778120994568,0.9725688695907593,0.9614987550593506
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,Goldenson secured a new headquarters for ABC at 1330 Avenue of the Americas in Manhattan.,0.7212255039999604,1.0524212199999852,0,0,1.0,,,,,True,1.0,1.0,0.25,1.0,0.7653606369886217,0.5,1.0,0.6366824387328317,0.5,0.6119598994681793,0.6363636363636364,0.4001601601922499,0.8961276818419676,0.9815519452095032,0.9935904741287231,0.9875345221429075
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,0.6551406770000199,2.8418543330000148,0,0,1.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,1.0,0.6713860725233041,0.6666666666666666,0.6245872048545741,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,0.6510831599999847,0.9725768619999826,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5939236129927594,0.21052631578947367,0.0,0.5357142857142858,0.9502921104431152,0.9824315309524536,0.9660945961633108
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism proved especially effective in helping parents teach their children.,0.5994799309999621,0.7992364950000024,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.14285714285714285,1.0,0.36005461457723403,0.2857142857142857,0.5831585729020432,0.2857142857142857,0.0,0.625,0.9758419990539551,0.9933369159698486,0.9845117418417921
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,"Antigone showed civil disobedience by defying King Creon's order to stop her from giving her brother Polynices a proper burial, choosing to obey her conscience rather than human law.",2.8243876650000175,5.408715738000012,0,0,1.0,,,,,True,1.0,1.0,0.25,1.0,0.7653606369886217,0.5,1.0,0.8048099750039491,0.75,0.5974344417299312,0.3888888888888889,0.1959280139287724,0.7309228039041703,0.9664046764373779,0.9793850779533386,0.9728515809391376
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,3.511193818000038,3.582089181000015,0,0,1.0,,,,,True,1.0,1.0,0.2,1.0,1.0,0.6,1.0,0.8539316501572937,0.8,0.5250877970870519,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.990505039691925,0.9818086427498456
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament occur in November every four years.,0.6935186590000058,0.8103725690000374,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5927349658281083,0.42857142857142855,0.0,0.7748538011695907,0.9605984687805176,0.9712409377098083,0.9658903886591444
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What magnetic and electric force acts on a charge?,unified electromagnetic,The force acting on a charge is a unified electromagnetic force written as a sum of the electrostatic force due to the electric field and the magnetic force due to the magnetic field.,0.7519315779999829,1.122555669999997,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5150708775157057,0.1142857142857143,0.0,0.3676470588235294,0.9426368474960327,0.9721289873123169,0.9571557913778139
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",0.9112924720000137,1.010061477000022,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.3333333333333333,1.0,0.2960819109658652,0.3333333333333333,0.5836640482173846,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727193117141724,0.9829548597335815,0.9778103004738626
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What was the name of the first episode of the new Doctor Who series?,Rose,"The first episode of the new Doctor Who series was named ""Rose"".",0.7660895899999787,0.9150286299999948,0,0,1.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.5867118605243989,0.15384615384615385,0.0,0.23809523809523808,0.9533183574676514,0.9901185035705566,0.9713700140666982
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Each of the extended metropolitan areas has a population that exceeds what number?,five million,Five million.,0.8210535339999865,0.8424415769999882,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,0.7653606369886217,0.6666666666666666,1.0,0.9674679834891693,1.0,0.611490917419509,1.0,0.0,0.9375,0.9895860552787781,0.9918006062507629,0.9906920931880514
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Why is giving a defiant speech sometimes more harmful for the individual?,lack of remorse,"A defiant speech can lead to an increased sentence because it suggests a lack of remorse, an attempt to avoid responsibility, and a likelihood of repeating illegal actions.",0.6470984459999727,1.020965633000003,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5346895880019643,0.19354838709677416,0.0,0.5353535353535354,0.9513497352600098,0.9676520824432373,0.9594316628193293
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,I cannot answer from the provided context.,0.8910078530000192,0.9097856509999929,0,0,1.0,,,,,False,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,1.0,1.0,0.5555555555555556,0.591896574645283,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How do competing businesses attract workers?,offering a higher wage,Competing businesses attract workers by offering a higher wage.,0.6457688980000285,0.7699808630000007,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5144253306632444,0.6153846153846153,0.2984745896009823,0.8819444444444445,0.9755591750144958,0.9832437634468079,0.9793863955092952
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many teams up to Super Bowl 50 have been to the championship game eight times?,four,The Denver Broncos became one of four teams to have made eight appearances in the Super Bowl.,0.54283314099996,0.7712661859999912,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5841787921655605,0.1111111111111111,0.0,0.19230769230769232,0.9530431032180786,0.9828567504882812,0.9677203556897103
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What plants create most electric power?,steam turbine,I cannot answer from the provided context.,0.6352945510000154,0.7121059120000268,0,0,1.0,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5428226368236226,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,The epidemic in Newcastle was the most what in any British city at the time?,devastating loss,It may have been the most devastating loss in any British City in this period.,0.8864293089999933,1.0633164579999743,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6178702907630466,0.23529411764705882,0.0,0.5681818181818181,0.9740645885467529,0.9651709198951721,0.9695973602714552
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?",HD channels,BSkyB claimed their new deal offered substantially more value by including HD channels and Video On Demand content.,0.5341249800000014,0.753541011999971,0,0,1.0,,,,,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,1.0,0.7142857142857143,0.5263430325117847,0.19999999999999998,0.0,0.5208333333333334,0.959632158279419,0.9866877794265747,0.972971919955825
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who did Tesla think would run the world of the future?,women,"Tesla believed that humanity's future would be run by ""Queen Bees,"" indicating that women would become the dominant sex.",0.551379513000029,0.8615724210000053,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.537956561872966,0.1,0.0,0.17857142857142858,0.9474241733551025,0.9766480326652527,0.9618141690436904
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What have many HT members graduated to joining?,terrorist groups,Many HT members have gone on to join terrorist groups.,0.5913298799999893,0.7273555859999874,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796338028242888,0.33333333333333337,0.0,0.6696428571428572,0.9635760188102722,0.9766407608985901,0.9700644031495383
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Approximately how many items are in the costume collection of the V&A?,"over 14,000","The costume collection contains over 14,000 outfits plus accessories.",0.6077655119999577,0.8067428359999553,0,0,1.0,,,,,True,1.0,1.0,0.2,1.0,0.7039180890341347,0.4,1.0,0.6548086577531307,0.6,0.5744296870690243,0.3636363636363636,0.0,0.6944444444444445,0.969451904296875,0.9852609634399414,0.9772925046962229
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which park is home to the Fresno Chafffee Zoo?,Roeding Park,Roeding Park is home to the Fresno Chaffee Zoo.,0.6406308439999862,0.7232302630000049,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6248360613302365,0.3636363636363636,0.0,0.6944444444444445,0.9776363372802734,0.9918254613876343,0.9846797860696422
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,particular closure temperature,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called the closure temperature.,0.785733528000037,1.0603935610000121,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.5253758437533319,0.16666666666666666,0.0,0.3906249999999999,0.9175764322280884,0.970231294631958,0.9431695369159078
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What could someone be investigated for?,allegations of professional misconduct,Someone could be investigated for complaints involving members or allegations of professional misconduct.,0.8001559660000339,0.945950530999994,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.38685280723454163,0.5,1.0,0.6509209298071326,1.0,0.5076133945911193,0.47058823529411764,0.19338531381761725,0.8099489795918368,0.9788392186164856,0.9753424525260925,0.9770877070563533
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are examples of economic actors?,"worker, capitalist/business owner, landlord","Economic actors include workers, capitalists or business owners, and landlords.",0.8220251639999674,0.9974941019999619,0,0,1.0,,,,,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,1.0,0.7142857142857143,0.5138787704717862,0.0,0.0,0.10869565217391305,0.9699708819389343,0.9828281402587891,0.9763571849071685
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What field involves the study of the immune system?,Immunology,Immunology covers the study of all aspects of the immune system.,0.7944684459999962,0.95463939199999,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.25,1.0,0.24630238874073,0.25,0.5819631686030309,0.16666666666666669,0.0,0.25,0.9679274559020996,0.987230658531189,0.9774837673193748
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are the phagocytes that are located in tissues in contact with the external environment called?,Dendritic cells,Dendritic cells.,0.8111213899999825,0.8543698459999973,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,0.8687949224876582,0.5,0.5836729054054203,1.0,0.0,0.9375,0.9949423670768738,0.9985443353652954,0.996740097079601
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What did the merchants of Newcastle plot to do to Timothy Dexter?,ruin him,They plotted to ruin him by persuading him to sail a shipment of coal to Newcastle.,0.7333990530000278,0.9567907279999872,0,0,0.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5820240746721174,0.2222222222222222,0.0,0.5514705882352942,0.9706370234489441,0.9797444343566895,0.975169465130771
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What job did Tesla's father have in Gospic?,pastor,Tesla's father worked as a pastor in Gospić.,0.7363135289999718,0.8359462999999892,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38685280723454163,1.0,0.5761995752434206,0.2222222222222222,0.0,0.29411764705882354,0.9556858539581299,0.9624481201171875,0.9590550670559932
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which hotel did the Panthers stay at for the Super Bowl?,San Jose Marriott.,The Panthers stayed at the San Jose Marriott.,0.6735604439999747,0.7725718080000092,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5853579321946175,0.5454545454545454,0.0,0.8412698412698413,0.9843878149986267,0.9933116436004639,0.9888295961300263
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are other alternative names for French and Indian War?,Fourth Intercolonial War and the Great War for the Empire,"Other, less frequently used names for the war include the Fourth Intercolonial War and the Great War for the Empire.",0.8604395790000012,1.0604373420000002,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5848969398545741,0.6666666666666666,0.4562799427006306,0.8799999999999999,0.9729387164115906,0.9941900968551636,0.9834496146666
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"Outside of its use of automobiles, what else is southern California famous for using?",highways,Southern California is famous for its use of highways.,0.7702658279999923,0.8000934030000053,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.38685280723454163,0.5,1.0,0.38685280723454163,0.5,0.5962152625093423,0.19999999999999998,0.0,0.2777777777777778,0.9531461596488953,0.9697985649108887,0.961400258646993
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What was the last name of the designers of Newcastle's library?,Green,Green,0.8324765899999989,0.8336801020000166,0,0,1.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.6032351243080609,1.0,0.0,0.5,0.9999998807907104,0.9999998807907104,0.9999998807907104
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many people were on the test flight of the AS-206?,unmanned,The AS-206 was an unmanned test flight.,0.6552935010000169,0.8045553990000371,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.542916174457677,0.25,0.0,0.3125,0.9738063812255859,0.97455894947052,0.9741825200059668
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What is the state average growth rate?,10.0%,The state average growth rate was 10.0% in the 2000s.,0.5442279370000165,0.8079942279999841,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5434309919961685,0.18181818181818182,0.0,0.2631578947368421,0.9806840419769287,0.9925960302352905,0.9866040818930545
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When was the study on sequenced Y genomes published?,October 2011,The study was published in Nature in October 2011.,0.6871013640000001,0.846579308999992,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5614489486700754,0.3636363636363636,0.0,0.6944444444444445,0.9709197878837585,0.9886692762374878,0.9797141467536761
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many times prios has the Sun Life Stadium had Super Bowls?,10.,The South Florida/Miami area has previously hosted the event 10 times.,0.6759501100000307,0.9212604940000233,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5811320661707647,0.16666666666666669,0.0,0.25,0.9676010608673096,0.9859557747840881,0.9766921916364172
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does Kitab Rudjdjar mean in English?,The Book of Roger,I cannot answer from the provided context.,0.7163572179999846,0.8328769780000016,0,0,1.0,,,,,False,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.5631462702285444,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"Name one country that banned boating, driving and flying on Sundays.",Germany,"The UK, Germany, Italy, Switzerland and Norway banned flying, driving and boating on Sundays.",0.8793214899999953,1.1901206750000028,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,0.7653606369886217,0.25,1.0,0.830419897363192,0.5,0.5771329869715215,0.13333333333333333,0.0,0.21739130434782605,0.9645949602127075,0.9818266034126282,0.9731345060631287
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,For how long did the plague stick around?,until the 19th century,The plague recurred occasionally in Europe until the 19th century.,0.8350515479999672,1.022552609999991,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,0.7653606369886217,0.6666666666666666,1.0,0.9469024295259745,1.0,0.5593119480271249,0.5714285714285715,0.2626909894424158,0.6861413043478262,0.9721086621284485,0.9907995462417603,0.9813651165423182
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What channels were removed from the network in March of 2007?,basic channels,Virgin Media removed the basic Sky channels from the network on 1 March 2007.,0.824609516999999,1.1326829970000176,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.6191754002651616,0.25,0.0,0.3125,0.9635080099105835,0.9796655774116516,0.9715196182452785
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many total touchdowns did Cam Newton score?,45,Cam Newton scored a career-high and league-leading 45 total touchdowns.,0.7656933370000161,0.9716759579999916,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6087700779981956,0.18181818181818182,0.0,0.2631578947368421,0.9394789934158325,0.9695915579795837,0.9542977866892628
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many original treaties establishing the EU protected fundamental rights?,None,None of the original treaties establishing the European Union mention protection for fundamental rights.,0.7640532920000283,0.90907045900002,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.16666666666666666,1.0,0.4912596920895758,0.5,0.5700555571633311,0.13333333333333333,0.0,0.21739130434782605,0.9384445548057556,0.9632408618927002,0.9506810473195563
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What did BSkyB name their interactive service?,Sky Active,"BSkyB named their interactive service Open, which is now called Sky Active.",0.9261140130000172,1.1024517490000108,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5911032459302608,0.2857142857142857,0.0,0.625,0.9701705574989319,0.9884644746780396,0.9792320822531213
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many inhabitants does the Los Angeles area contain?,12 million,The Los Angeles area has over 12 million inhabitants.,0.7969355049999649,0.8501407260000065,0,0,1.0,,,,,True,1.0,1.0,0.2,1.0,1.0,0.6,1.0,0.7227265726449519,0.6,0.6488721614747204,0.3636363636363636,0.0,0.6944444444444445,0.9645025134086609,0.9790761470794678,0.9717346911387148
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,During what period did the Tower Theatre re-open?,late 1970s,The Tower Theatre re-opened in the late 1970s.,1.0109310720000053,1.164206097000033,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.25,1.0,0.4144299250118475,0.5,0.6132074287723465,0.4,0.0,0.7211538461538461,0.9765949249267578,0.9842464327812195,0.9804057501673265
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What did Warsz own?,a village,Warsz owned a village located at the modern-day site of Mariensztat neighbourhood.,0.6030650710000032,0.807043550000003,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5534124411409426,0.2857142857142857,0.0,0.625,0.9622098803520203,0.988216757774353,0.9750399319539155
