config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,semantic_similarity,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,Lake Überlingen.,0.9144913459999771,0.9284654540001611,0,0,0.5,,,,1.0,0.9835760606158144,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,0.8687949224876582,0.5,0.603095055047018,0.4461070020749931,0.4478732604817668,1.0,0.0,0.9375,0.9960847496986389,0.9993071556091309,0.9976933506838598
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.8978207259997362,1.0040934639996522,0,0,1.0,,,,1.0,0.6164109590830283,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.576385970124076,0.41997917264947293,0.1584634550175652,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888713359832764,0.9817444938322794
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,0.9119800280000163,4.294556084000305,0,0,1.0,,,,1.0,0.6091868764823156,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600390022615151,0.6273266455420443,0.18503371706751714,0.19999999999999998,0.0,0.2777777777777778,0.9506776928901672,0.9725686311721802,0.9614985775791274
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,1330 Avenue of the Americas in Manhattan.,0.6851739039998392,0.7885949110000183,0,0,1.0,,,,1.0,0.9869960034334766,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,0.8687949224876582,0.5714285714285714,0.6338061172003968,0.4731628312407281,0.4515486780147365,1.0,1.0,0.9985422740524781,0.9973480701446533,0.9989714622497559,0.9981591061320486
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921.,4.064045857999645,4.190561795999656,0,0,1.0,,,,1.0,0.5818534694627955,True,0.0,0.0,0.0,1.0,0.3065735963827292,0.5,1.0,0.3065735963827292,0.5,0.6384279589650356,0.50149465793141,0.17062255446514607,0.21052631578947367,0.0,0.5357142857142858,0.9656170010566711,0.9926750063896179,0.9789590715266657
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,0.9005405299999438,1.0087567149998904,0,0,1.0,,,,1.0,0.7119297105091371,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6009053284937224,0.4939421298736214,0.19006651600549418,0.21052631578947367,0.0,0.5357142857142858,0.9502918124198914,0.9824314117431641,0.9660943845158456
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism proved especially effective in helping parents teach their children.,3.6746412920001603,3.776401434000036,0,0,1.0,,,,1.0,0.6483631171262373,True,0.0,0.0,0.0,1.0,0.2960819109658652,0.14285714285714285,1.0,0.4912596920895758,0.42857142857142855,0.6007598108487212,0.3857577079884005,0.18599201971590706,0.2857142857142857,0.0,0.625,0.9758420586585999,0.9933369159698486,0.9845117721760158
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,Antigone defied King Creon by giving her brother Polynices a proper burial.,0.710626510000111,0.9183446170000025,0,0,0.5,,,,1.0,0.5511355807840864,True,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,1.0,0.8687949224876582,0.6666666666666666,0.6091427306385989,0.4066755323996867,0.42227530522207835,0.10526315789473685,0.0,0.06666666666666667,0.9706934690475464,0.9633854031562805,0.967025629057165
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,4.1862934659998245,4.187368922999667,0,0,1.0,,,,1.0,0.7930141611869439,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5626472847379566,0.45339407546927957,0.17328830300719078,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.9905049204826355,0.9818085841872316
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament are held every four years.,0.9070284559998072,1.0077638549996664,0,0,1.0,,,,1.0,0.7187709074367664,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6090784350141271,0.5434001642414903,0.24828193292547662,0.4615384615384615,0.0,0.7957957957957958,0.9601080417633057,0.9659538269042969,0.9630220630705073
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What magnetic and electric force acts on a charge?,unified electromagnetic,A unified electromagnetic force acts on a charge.,3.167345994000243,3.2703530940002565,0,0,1.0,,,,1.0,0.7744737932806827,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5566772748141091,0.47407235930983105,0.13344143413386433,0.4,0.0,0.7211538461538461,0.9699988961219788,0.9738324284553528,0.9719118821329585
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",1.1796086080003079,1.1920999470003153,0,0,1.0,,,,1.0,0.7421440228397735,True,1.0,1.0,0.14285714285714285,1.0,0.7039180890341347,0.2857142857142857,1.0,0.6548086577531307,0.42857142857142855,0.6058404348418237,0.5496873650907779,0.222662984094399,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727192521095276,0.9829549193382263,0.977810299849945
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What was the name of the first episode of the new Doctor Who series?,Rose,"The name of the first episode of the new Doctor Who series was ""Rose"".",3.7670150200001444,3.8707070400000703,0,0,1.0,,,,1.0,0.675882112933622,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.6190311053753776,0.38235930543325747,0.03119211553057355,0.13333333333333333,0.0,0.21739130434782605,0.960420548915863,0.9908086657524109,0.975377977614284
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Each of the extended metropolitan areas has a population that exceeds what number?,five million,Five million.,0.8059702249997827,0.8073019639996346,0,0,1.0,,,,1.0,0.7436899859195714,True,1.0,1.0,0.25,1.0,0.7039180890341347,0.5,1.0,0.75369761125927,0.75,0.66333903960829,0.5094807952371139,0.4644563648149268,1.0,0.0,0.9375,0.9895861148834229,0.9918006658554077,0.9906921527927707
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Why is giving a defiant speech sometimes more harmful for the individual?,lack of remorse,"Giving a defiant speech can be harmful because it may suggest a lack of remorse, an attempt to avoid responsibility, and a likelihood of repeating illegal actions, leading to an increased sentence.",0.8056011290000242,1.1137731759999951,0,0,1.0,,,,1.0,0.5105762028235168,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5576699814893745,0.5798347244338684,0.09480454672214877,0.17142857142857143,0.0,0.4990583804143126,0.9530109763145447,0.966567873954773,0.9597415527918265
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,I cannot answer from the provided context.,0.9124486149999029,1.0156473299998652,0,0,0.0,,,,0.0,0.5217334979791353,False,1.0,1.0,0.1,1.0,1.0,0.3,1.0,1.0,0.5,0.6072020368819114,0.45416912612649296,0.5621940060843797,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How do competing businesses attract workers?,offering a higher wage,Competing businesses attract workers by offering a higher wage.,0.8137470429996938,0.9176938400000836,0,0,1.0,,,,1.0,0.8211696194430258,True,1.0,1.0,0.2,1.0,1.0,0.6,1.0,0.8687949224876582,0.8,0.528450137702395,0.46126728482615453,0.232253599718365,0.6153846153846153,0.2984745896009823,0.8819444444444445,0.9755592346191406,0.9832438230514526,0.9793864551148573
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many teams up to Super Bowl 50 have been to the championship game eight times?,four,Four teams have made eight appearances in the Super Bowl.,0.8103844410002239,0.9156774090001818,0,0,1.0,,,,1.0,0.49319763152195384,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6187257633917385,0.5484502448978812,0.21774126078208011,0.18181818181818182,0.0,0.2631578947368421,0.959991455078125,0.9832111597061157,0.9714625790168833
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What plants create most electric power?,steam turbine,I cannot answer from the provided context.,0.8109108230000857,0.8120865920000142,0,0,1.0,,,,1.0,0.33426473993680095,False,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.5660589142703399,0.4536777438150007,0.5852173907929112,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,The epidemic in Newcastle was the most what in any British city at the time?,devastating loss,devastating loss,0.6121064620001562,0.7065785449999566,0,0,0.0,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6494232282884932,0.5721892005572298,0.5721892005572298,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?",HD channels,HD channels,3.6806180030002906,3.6874095409998517,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,1.0,0.5,0.556836730445123,0.4939643687211993,0.4939643687211993,1.0,0.0,0.9375,0.9999998807907104,0.9999998807907104,0.9999998807907104
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who did Tesla think would run the world of the future?,women,"Tesla indicated that humanity's future would be run by ""Queen Bees.""",0.7164455850002014,0.818699209999977,0,0,1.0,,,,1.0,0.4450507800026143,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5510578927232636,0.5819125734851476,0.19406060538282266,0.0,0.0,0.0,0.9636715650558472,0.9782798290252686,0.9709207519536596
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What have many HT members graduated to joining?,terrorist groups,terrorist groups,0.7946884480002154,0.7957696070002385,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6314880967296831,0.5611884771574662,0.5611884771574662,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Approximately how many items are in the costume collection of the V&A?,"over 14,000","The costume collection contains over 14,000 outfits plus accessories.",0.8667376970001897,0.9068596229999457,0,0,1.0,,,,1.0,0.6334277760900349,True,1.0,1.0,0.125,1.0,0.7653606369886217,0.25,1.0,0.830419897363192,0.5,0.6115860501523437,0.4934963539113152,0.1459395390477516,0.3636363636363636,0.0,0.6944444444444445,0.9694517254829407,0.9852608442306519,0.9772923551928008
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which park is home to the Fresno Chafffee Zoo?,Roeding Park,Roeding Park is home to the Fresno Chaffee Zoo.,1.2251834650001001,4.908473019000212,0,0,1.0,,,,1.0,0.8075700502297508,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6493813185043159,0.2957703881369911,0.14906198734788823,0.3636363636363636,0.0,0.6944444444444445,0.9776363372802734,0.9918252825737,0.9846796979463037
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,particular closure temperature,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called the closure temperature.,4.256702035000217,4.3876765260001775,0,0,1.0,,,,1.0,0.7605028836181087,True,1.0,1.0,0.3333333333333333,1.0,0.7653606369886217,0.6666666666666666,1.0,0.9674679834891693,1.0,0.5444831743373196,0.5144246163784536,0.10681131389546927,0.16666666666666666,0.0,0.3906249999999999,0.9175763726234436,0.9702310562133789,0.9431693927758524
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What could someone be investigated for?,allegations of professional misconduct,allegations of professional misconduct,0.7562677629998689,0.777714312000171,0,0,1.0,,,,1.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43067655807339306,1.0,0.5336802150424763,0.4019120639994056,0.4019120639994056,1.0,1.0,0.9921875,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are examples of economic actors?,"worker, capitalist/business owner, landlord","Examples of economic actors are workers, capitalists/business owners, and landlords.",0.899152026000138,0.9065414080000664,0,0,1.0,,,,1.0,0.8167980407166022,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5217898254464713,0.4119939187077142,0.1619721900043738,0.0,0.0,0.10869565217391305,0.9728622436523438,0.985947847366333,0.9793613370800872
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What field involves the study of the immune system?,Immunology,Immunology covers the study of all aspects of the immune system.,0.8917963589997271,0.8928168229999756,0,0,1.0,,,,1.0,0.5447069274741935,True,0.0,0.0,0.0,1.0,0.5307212739772434,0.6666666666666666,1.0,0.5307212739772434,0.6666666666666666,0.6258839514379612,0.5347280002520878,0.11788715262633864,0.16666666666666669,0.0,0.25,0.9679272770881653,0.9872303605079651,0.9774835300545013
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are the phagocytes that are located in tissues in contact with the external environment called?,Dendritic cells,Dendritic cells.,0.8091061800000716,0.8104072549999728,0,0,1.0,,,,1.0,0.9882526197263494,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6120306184831342,0.45829447732940487,0.45202819089150736,1.0,0.0,0.9375,0.9949424862861633,0.998544454574585,0.9967402162892798
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What did the merchants of Newcastle plot to do to Timothy Dexter?,ruin him,The merchants plotted to ruin him.,4.594410935999804,4.701753239000027,0,0,0.0,,,,1.0,0.6892796941923178,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6085271400524971,0.5332701608216746,0.16693250057129305,0.5,0.0,0.7812499999999999,0.9792785048484802,0.9810448288917542,0.9801608711083741
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What job did Tesla's father have in Gospic?,pastor,Tesla's father worked as a pastor.,0.7012458670001251,0.8043370129998948,0,0,1.0,,,,1.0,0.7122159429980028,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5913528339651368,0.5150108755686178,0.13988951084156742,0.2857142857142857,0.0,0.3333333333333333,0.9602333903312683,0.9636653661727905,0.961946317161071
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which hotel did the Panthers stay at for the Super Bowl?,San Jose Marriott.,The Panthers stayed at the San Jose Marriott.,0.7077482580002652,0.7692550609999671,0,0,1.0,,,,1.0,0.6962076829923562,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6037695608435847,0.3717768605509918,0.11793234930519991,0.5454545454545454,0.0,0.8412698412698413,0.9843878149986267,0.9933117032051086,0.988829625664005
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What are other alternative names for French and Indian War?,Fourth Intercolonial War and the Great War for the Empire,"Other, less frequently used names for the war include the Fourth Intercolonial War and the Great War for the Empire.",0.8497955329999058,0.9519770990000325,0,0,1.0,,,,1.0,0.7005423671406978,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.632833783135035,0.34499166778835566,0.24668905437504152,0.6666666666666666,0.4562799427006306,0.8799999999999999,0.9729387164115906,0.9941902160644531,0.9834496729903502
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"Outside of its use of automobiles, what else is southern California famous for using?",highways,I cannot answer from the provided context.,0.8097580240000752,0.8710816719999457,0,0,0.0,,,,1.0,0.35043339400156337,False,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.8503449055347546,1.0,0.6109315813096451,0.4799765433343901,0.6003664894201346,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What was the last name of the designers of Newcastle's library?,Green,Green,0.9601228910000827,0.9613313390000258,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6231855240692185,0.38468655555704145,0.38468655555704145,1.0,0.0,0.5,0.9999997019767761,0.9999997019767761,0.9999997019767761
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many people were on the test flight of the AS-206?,unmanned,I cannot answer from the provided context.,0.7701039340004172,0.8193028190003133,0,0,0.0,,,,1.0,0.3912227560351424,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5612138758323387,0.5344537050008071,0.5730986610043041,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What is the state average growth rate?,10.0%,The state average growth rate was 10.0%.,0.8077525580001748,0.9100276270000904,0,0,1.0,,,,1.0,0.6867058023503814,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5586395515644557,0.48228773052234397,0.08849988255768704,0.25,0.0,0.3125,0.9789146184921265,0.9885684847831726,0.9837178672832044
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When was the study on sequenced Y genomes published?,October 2011,I cannot answer from the provided context.,0.7079321030000756,0.8055405159998372,0,0,0.0,,,,1.0,0.49849781531830095,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5797760580529987,0.5758046145966167,0.5746675122147513,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many times prios has the Sun Life Stadium had Super Bowls?,10.,I cannot answer from the provided context.,0.7211934619999738,0.8225912200000494,0,0,0.0,,,,0.0,0.4234635774672362,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598361868021731,0.6127543022903157,0.526368374236956,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does Kitab Rudjdjar mean in English?,The Book of Roger,I cannot answer from the provided context.,2.555303641000137,2.5693239329998505,0,0,0.0,,,,0.0,0.5445311701414364,False,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6054165878223344,0.29181546181284856,0.44020044042274475,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"Name one country that banned boating, driving and flying on Sundays.",Germany,"The UK banned flying, driving and boating on Sundays.",0.9054541939999581,0.9064307150001696,0,0,1.0,,,,1.0,0.6020081238086396,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5886100933993977,0.46383001789069955,0.13182471903767046,0.0,0.0,0.0,0.9664130806922913,0.9803261160850525,0.9733198812631934
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,For how long did the plague stick around?,until the 19th century,The plague recurred occasionally in Europe until the 19th century.,0.91149752299998,0.9133503879997988,0,0,1.0,,,,1.0,0.714575798621822,True,1.0,1.0,0.2,1.0,0.7653606369886217,0.4,1.0,0.5531464700081437,0.4,0.6027041399733586,0.5089684270718051,0.24452741826573632,0.5714285714285715,0.2626909894424158,0.6861413043478262,0.972108781337738,0.9907995462417603,0.9813651772874787
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What channels were removed from the network in March of 2007?,basic channels,Virgin Media removed the basic channels from the network on 1 March 2007.,0.8093845829998827,0.81059027099991,0,0,1.0,,,,1.0,0.7569324507227395,True,1.0,1.0,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.6440549401980676,0.39325968105705034,0.08906455410553493,0.2666666666666667,0.0,0.6048387096774195,0.9631254076957703,0.9798741340637207,0.9714275835660279
