config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","The paper is ""Reducibility Among Combinatorial Problems"".",0.4196618480000325,0.48320702700038964,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6647717125412576,0.7272727272727273,0.4111336169005197,0.9229651162790697,0.9834228157997131,0.9909400939941406,0.9871671440852792
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,A small fraction of the Rhine's flow is diverted off the island of Mainau into Lake Überlingen.,0.4958997579997231,0.7352081609997185,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.63491866691611,0.21052631578947367,0.0,0.5357142857142858,0.9718985557556152,0.9928386807441711,0.9822570285608523
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.5231581099997129,0.6304966199995761,0,0,0.5,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5992564011259192,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888714551925659,0.9817445525808696
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,3.01656912999988,3.1260308809996786,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6592711480463512,0.19999999999999998,0.0,0.2777777777777778,0.9506778120994568,0.9725688695907593,0.9614987550593506
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,Goldenson secured a new headquarters for ABC at 1330 Avenue of the Americas in Manhattan.,0.5434972140001264,0.8032296680003128,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6586262958205181,0.6363636363636364,0.4001601601922499,0.8961276818419676,0.9815519452095032,0.9935904741287231,0.9875345221429075
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,2.4543976450004266,2.482375576000777,0,0,0.0,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6663795235856729,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,0.5328046539998468,0.8013460809997923,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666208701036504,0.21052631578947367,0.0,0.5357142857142858,0.9502921104431152,0.9824315309524536,0.9660945961633108
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism proved especially effective in helping parents teach their children.,2.543270180000036,2.7866687120003917,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.656972595817658,0.2857142857142857,0.0,0.625,0.9758419990539551,0.9933369159698486,0.9845117418417921
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,Antigone showed civil disobedience by defying King Creon's order to stop her from giving her brother Polynices a proper burial.,0.5200565649993223,0.8907163179992494,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7060249418198161,0.07407407407407408,0.0,0.060240963855421686,0.9682987928390503,0.9654830694198608,0.9668888811830454
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,0.4961983640005201,2.6754551660005745,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6391114738511984,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.990505039691925,0.9818086427498456
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament occur in November every four years.,0.529332147999412,0.6931878529994719,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6256794081173761,0.42857142857142855,0.0,0.7748538011695907,0.9605984687805176,0.9712409377098083,0.9658903886591444
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What magnetic and electric force acts on a charge?,unified electromagnetic,The force acting on a charge is a unified electromagnetic force written as a sum of the electrostatic force due to the electric field and the magnetic force due to the magnetic field.,0.6030638730007922,3.144102617000499,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6485528946690428,0.1142857142857143,0.0,0.3676470588235294,0.9426368474960327,0.9721289873123169,0.9571557913778139
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",0.47457721600039804,2.788009829000657,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6512238424172331,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727193117141724,0.9829548597335815,0.9778103004738626
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What was the name of the first episode of the new Doctor Who series?,Rose,"The first episode of the new Doctor Who series was named ""Rose"".",0.5981103590002022,0.8006414639994546,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6456735039573672,0.15384615384615385,0.0,0.23809523809523808,0.9533183574676514,0.9901185035705566,0.9713700140666982
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Each of the extended metropolitan areas has a population that exceeds what number?,five million,Five million.,0.5583902489997854,0.5594601639995744,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7455682826970662,1.0,0.0,0.9375,0.9895860552787781,0.9918006062507629,0.9906920931880514
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Why is giving a defiant speech sometimes more harmful for the individual?,lack of remorse,"It can lead to an increased sentence because the statement suggests a lack of remorse, an attempt to avoid responsibility, and a likelihood of repeating illegal actions.",0.35689478399945074,0.6766932270002144,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173229153267971,0.19999999999999998,0.0,0.5452674897119342,0.9522157311439514,0.9690874814987183,0.9605775274466001
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,I cannot answer from the provided context.,0.5494730050004364,0.5882756010005323,0,0,1.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6273904427616609,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How do competing businesses attract workers?,offering a higher wage,Competing businesses attract workers by offering a higher wage.,0.4262200870007291,0.5622422500000539,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6204436243671191,0.6153846153846153,0.2984745896009823,0.8819444444444445,0.9755591750144958,0.9832437634468079,0.9793863955092952
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many teams up to Super Bowl 50 have been to the championship game eight times?,four,The Denver Broncos became one of four teams to have made eight appearances in the Super Bowl.,0.4155110120000245,0.6182739799996853,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6635480789472149,0.1111111111111111,0.0,0.19230769230769232,0.9530431032180786,0.9828567504882812,0.9677203556897103
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What plants create most electric power?,steam turbine,I cannot answer from the provided context.,0.5589304689992787,0.659029183999337,0,0,1.0,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5925859993026422,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,The epidemic in Newcastle was the most what in any British city at the time?,devastating loss,The epidemic in Newcastle was the most devastating loss in any British City in this period.,0.4587276809998002,0.6448226359998444,0,0,0.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6954180942164555,0.2222222222222222,0.0,0.5514705882352942,0.9737978577613831,0.9628432989120483,0.9682895962523037
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?",HD channels,BSkyB claimed their new deal offered substantially more value by including HD channels and Video On Demand content.,0.47396954099986033,0.739334007999787,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5796454954135807,0.19999999999999998,0.0,0.5208333333333334,0.959632158279419,0.9866877794265747,0.972971919955825
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who did Tesla think would run the world of the future?,women,"Tesla believed that ""Queen Bees"" would run humanity's future.",0.6030788119996942,0.7042633609999029,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5893245488042228,0.0,0.0,0.0,0.9595943093299866,0.9764730334281921,0.9679600966327746
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What have many HT members graduated to joining?,terrorist groups,I cannot answer from the provided context.,3.224196242999824,3.3218832990005467,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275905343276595,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Approximately how many items are in the costume collection of the V&A?,"over 14,000","The costume collection contains over 14,000 outfits plus accessories.",0.562240397000096,0.7683622499998819,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.6797409277162135,0.3636363636363636,0.0,0.6944444444444445,0.969451904296875,0.9852609634399414,0.9772925046962229
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which park is home to the Fresno Chafffee Zoo?,Roeding Park,Roeding Park is home to the Fresno Chaffee Zoo.,2.399952067000413,2.5211357700000008,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6821002633648231,0.3636363636363636,0.0,0.6944444444444445,0.9776363372802734,0.9918254613876343,0.9846797860696422
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,particular closure temperature,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called the closure temperature.,0.5412792510005602,0.8628989400003775,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5816526326378049,0.16666666666666666,0.0,0.3906249999999999,0.9175764322280884,0.970231294631958,0.9431695369159078
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What could someone be investigated for?,allegations of professional misconduct,Someone could be investigated for complaints involving members or allegations of professional misconduct.,2.5937366509997446,2.7996930620001876,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5466494444760541,0.47058823529411764,0.19338531381761725,0.8099489795918368,0.9788392186164856,0.9753424525260925,0.9770877070563533
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are examples of economic actors?,"worker, capitalist/business owner, landlord","Examples of economic actors include workers, capitalists or business owners, and landlords.",0.4570427499993457,0.6610505039998316,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5545561152566761,0.0,0.0,0.10416666666666666,0.9686779379844666,0.9832358956336975,0.9759026280061476
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What field involves the study of the immune system?,Immunology,Immunology covers the study of all aspects of the immune system.,2.7171956120000686,2.8216883409995717,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6982094626020148,0.16666666666666669,0.0,0.25,0.9679274559020996,0.987230658531189,0.9774837673193748
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are the phagocytes that are located in tissues in contact with the external environment called?,Dendritic cells,Dendritic cells.,2.599330440999438,2.601019584999449,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6981254804358704,1.0,0.0,0.9375,0.9949423670768738,0.9985443353652954,0.996740097079601
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What did the merchants of Newcastle plot to do to Timothy Dexter?,ruin him,They plotted to ruin him by persuading him to sail a shipment of coal to Newcastle.,0.5564313449995097,0.780004970999471,0,0,0.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6495574845828719,0.2222222222222222,0.0,0.5514705882352942,0.9706370234489441,0.9797444343566895,0.975169465130771
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What job did Tesla's father have in Gospic?,pastor,Tesla's father worked as a pastor in Gospić.,2.6942123690005246,2.8981370290002815,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153003485263353,0.2222222222222222,0.0,0.29411764705882354,0.9556858539581299,0.9624481201171875,0.9590550670559932
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which hotel did the Panthers stay at for the Super Bowl?,San Jose Marriott.,The Panthers stayed at the San Jose Marriott.,0.5528602569993382,0.5782314709995262,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6374287901409995,0.5454545454545454,0.0,0.8412698412698413,0.9843878149986267,0.9933116436004639,0.9888295961300263
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are other alternative names for French and Indian War?,Fourth Intercolonial War and the Great War for the Empire,"Other, less frequently used names for the war include the Fourth Intercolonial War and the Great War for the Empire.",0.4361008280002352,0.6858426859998872,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6507402264795183,0.6666666666666666,0.4562799427006306,0.8799999999999999,0.9729387164115906,0.9941900968551636,0.9834496146666
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"Outside of its use of automobiles, what else is southern California famous for using?",highways,"Southern California is famous for its large, spread-out, suburban communities and use of highways.",0.7126333930000328,0.9380695749996448,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6876967222662799,0.13333333333333333,0.0,0.21739130434782605,0.9456321597099304,0.9671025276184082,0.9562468416674262
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What was the last name of the designers of Newcastle's library?,Green,Green,0.5436067029995684,0.5445366029998695,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6505879389879498,1.0,0.0,0.5,0.9999998807907104,0.9999998807907104,0.9999998807907104
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many people were on the test flight of the AS-206?,unmanned,The AS-206 was an unmanned test flight.,0.45083335199979047,0.5696335459997499,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5910064354988241,0.25,0.0,0.3125,0.9738063812255859,0.97455894947052,0.9741825200059668
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the state average growth rate?,10.0%,The state average growth rate was 10.0% in the 2000s.,0.5540175020005336,0.8032345240007999,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5962134481749107,0.18181818181818182,0.0,0.2631578947368421,0.9806840419769287,0.9925960302352905,0.9866040818930545
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When was the study on sequenced Y genomes published?,October 2011,The study was published in October 2011.,0.6099086690001059,0.679030831000091,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6168295031265844,0.4444444444444445,0.0,0.7499999999999999,0.9741749167442322,0.9893577098846436,0.9817076137022139
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many times prios has the Sun Life Stadium had Super Bowls?,10.,I cannot answer from the provided context.,0.5648169530004452,0.6120455160007623,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6103333747733095,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does Kitab Rudjdjar mean in English?,The Book of Roger,I cannot answer from the provided context.,0.5389465590005784,0.6400705100004416,0,0,1.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6167569896509438,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"Name one country that banned boating, driving and flying on Sundays.",Germany,"The UK, Germany, Italy, Switzerland and Norway banned flying, driving and boating on Sundays.",3.323505416000444,3.6317263809996803,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6191138204779331,0.13333333333333333,0.0,0.21739130434782605,0.9645949602127075,0.9818266034126282,0.9731345060631287
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,For how long did the plague stick around?,until the 19th century,The plague recurred occasionally in Europe until the 19th century.,2.3034869900002377,2.4645589499996277,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6689779723464442,0.5714285714285715,0.2626909894424158,0.6861413043478262,0.9721086621284485,0.9907995462417603,0.9813651165423182
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What channels were removed from the network in March of 2007?,basic channels,Virgin Media removed the basic Sky channels from the network on 1 March 2007.,2.444882422999399,2.7563607399997636,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7343455058510712,0.25,0.0,0.3125,0.9635080099105835,0.9796655774116516,0.9715196182452785
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many total touchdowns did Cam Newton score?,45,Cam Newton scored a career-high and league-leading 45 total touchdowns.,2.2858613829994283,2.4808783739999853,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6897015547561542,0.18181818181818182,0.0,0.2631578947368421,0.9394789934158325,0.9695915579795837,0.9542977866892628
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many original treaties establishing the EU protected fundamental rights?,None,None of the original treaties establishing the European Union mention protection for fundamental rights.,2.524084135000521,2.644431677999819,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6947264919337125,0.13333333333333333,0.0,0.21739130434782605,0.9384445548057556,0.9632408618927002,0.9506810473195563
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What did BSkyB name their interactive service?,Sky Active,"BSkyB named their interactive service Open, which is now called Sky Active.",2.595522089000042,2.7745572320000065,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6517418718108944,0.2857142857142857,0.0,0.625,0.9701705574989319,0.9884644746780396,0.9792320822531213
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many inhabitants does the Los Angeles area contain?,12 million,The Los Angeles area contains over 12 million inhabitants.,0.5796483920003084,0.6856747270003325,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.749231264272007,0.3636363636363636,0.0,0.6944444444444445,0.9632648825645447,0.9791061878204346,0.9711209370948253
